# simTime drag lift presDiff dispAx dispAy aleNorm aleTime flowTime beamTime couplingIter flowIter beamIter omega resAbs resRel
5.32 123.418 3.09997 1927.94 1.9124e-05 0.000806738 0.000136998 1181.99 44771.2 1023.7 5 50 2 0.599735 1.23406e-11 0.00942912
5.33 123.418 3.1004 1927.94 1.91244e-05 0.000806587 0.000136975 1184.04 45009.5 1024.96 5 50 2 0.598828 1.08267e-11 0.00808332
5.34 123.418 3.10073 1927.94 1.91248e-05 0.000806429 0.000136952 1186.1 45247.5 1026.21 5 50 2 0.598054 9.84908e-12 0.00717734
5.35 123.418 3.10096 1927.94 1.91252e-05 0.000806269 0.00013693 1188.16 45485.6 1027.46 5 50 2 0.597533 9.53059e-12 0.00691816
5.36 123.418 3.10111 1927.94 1.91256e-05 0.000806107 0.000136908 1190.22 45723.8 1028.72 5 50 2 0.597188 9.87584e-12 0.00724252
5.37 123.418 3.10114 1927.94 1.9126e-05 0.000805948 0.000136886 1192.28 45961.8 1029.97 5 50 2 0.596977 1.07207e-11 0.00802407
5.38 123.418 3.10108 1927.94 1.91264e-05 0.000805793 0.000136866 1194.34 46199.6 1031.22 5 50 2 0.596957 1.17995e-11 0.00915849
5.39 123.418 3.10092 1927.94 1.91268e-05 0.000805645 0.000136847 1196.4 46437.8 1032.48 5 50 2 0.597135 1.29137e-11 0.0105305
5.4 123.418 3.10067 1927.94 1.91272e-05 0.000805507 0.00013683 1198.46 46676.3 1033.73 5 50 2 0.597589 1.39076e-11 0.0120816
5.41 123.418 3.10033 1927.94 1.91276e-05 0.000805381 0.000136815 1200.52 46915 1034.99 5 50 2 0.598476 1.46699e-11 0.0137894
5.42 123.418 3.09991 1927.94 1.91279e-05 0.000805268 0.000136802 1202.58 47153 1036.24 5 50 2 0.600099 1.51193e-11 0.0156144
5.43 123.418 3.09941 1927.94 1.91282e-05 0.00080517 0.000136792 1204.64 47391.2 1037.49 5 50 2 0.60315 1.51928e-11 0.0175233
5.44 123.418 3.09886 1927.94 1.91284e-05 0.000805088 0.000136784 1206.7 47629 1038.75 5 50 2 0.60943 1.48404e-11 0.0194379
5.45 123.418 3.09826 1927.94 1.91287e-05 0.000805023 0.000136778 1208.34 47819.9 1039.75 4 50 2 0.634114 9.41077e-11 0.142098
5.46 123.418 3.09735 1927.94 1.91288e-05 0.000804976 0.000136774 1209.99 48010.2 1040.75 4 50 2 0.644148 5.92795e-11 0.0835478
5.47 123.418 3.09686 1927.94 1.9129e-05 0.000804946 0.000136773 1211.64 48201 1041.76 4 50 2 0.740904 4.74571e-11 0.111978
5.48 123.418 3.09643 1927.94 1.91291e-05 0.000804933 0.000136774 1212.87 48344 1042.51 3 50 2 0.595471 9.14452e-11 0.245687
5.49 123.418 3.09567 1927.94 1.91292e-05 0.000804937 0.000136777 1214.52 48534.6 1043.51 4 50 2 0.71847 3.04438e-11 0.0662555
5.5 123.418 3.09485 1927.94 1.91293e-05 0.000804957 0.000136782 1215.76 48677.6 1044.26 3 50 2 0.464036 9.04703e-11 0.239738
5.51 123.418 3.09485 1927.94 1.91293e-05 0.000804991 0.000136789 1217.4 48868.4 1045.26 4 50 2 0.61564 9.00442e-11 0.134928
5.52 123.418 3.09377 1927.94 1.91293e-05 0.000805038 0.000136796 1218.64 49011.5 1046.01 3 50 2 0.347333 7.80816e-11 0.192663
5.53 123.418 3.09384 1927.94 1.91293e-05 0.000805097 0.000136805 1220.7 49249.6 1047.27 5 50 2 0.597882 5.64696e-12 0.00725558
5.54 123.418 3.09238 1927.94 1.91293e-05 0.000805164 0.000136815 1221.94 49392.6 1048.02 3 50 2 0.232969 4.0345e-11 0.123597
5.55 123.418 3.09301 1927.94 1.91292e-05 0.000805239 0.000136825 1224 49630.9 1049.28 5 50 2 0.5912 5.24808e-12 0.00466101
5.56 123.418 3.09199 1927.94 1.91292e-05 0.000805318 0.000136836 1225.24 49773.6 1050.03 3 50 2 0.302275 8.77443e-11 0.197752
5.57 123.418 3.09233 1927.94 1.91291e-05 0.0008054 0.000136846 1227.3 50011.8 1051.28 5 50 2 0.593904 6.1997e-12 0.00699132
5.58 123.418 3.09232 1927.94 1.91291e-05 0.000805483 0.000136856 1229.36 50250.1 1052.54 5 50 2 0.598305 7.14831e-12 0.0117815
5.59 123.418 3.09044 1927.94 1.9129e-05 0.000805564 0.000136866 1231.42 50488.5 1053.79 5 50 2 0.624415 8.48672e-12 0.0136543
5.6 123.418 3.09246 1927.94 1.9129e-05 0.00080564 0.000136874 1233.48 50726.6 1055.04 5 50 2 0.582224 1.00634e-11 0.00583358
5.61 123.418 3.0911 1927.94 1.9129e-05 0.000805711 0.000136881 1234.71 50869.7 1055.79 3 50 2 -0.217278 1.96373e-11 0.124155
5.62 123.418 3.09254 1927.94 1.9129e-05 0.000805773 0.000136887 1236.36 51060.2 1056.8 4 50 2 0.625186 8.14752e-11 0.0688383
5.63 123.418 3.09243 1927.94 1.9129e-05 0.000805826 0.000136891 1237.59 51203.2 1057.55 3 50 2 0.335128 4.86371e-11 0.218419
5.64 123.418 3.0922 1927.94 1.9129e-05 0.000805868 0.000136893 1238.83 51345.9 1058.3 3 50 2 0.4372 4.92246e-11 0.235636
5.65 123.417 3.09328 1927.94 1.91291e-05 0.000805898 0.000136894 1240.48 51536.8 1059.3 4 50 2 0.678799 3.98654e-11 0.0585898
5.66 123.417 3.09286 1927.94 1.91292e-05 0.000805915 0.000136893 1242.12 51727.3 1060.31 4 50 2 0.651153 5.33769e-11 0.101628
5.67 123.417 3.09371 1927.94 1.91293e-05 0.000805918 0.00013689 1243.36 51870.4 1061.06 3 50 2 0.559796 9.62181e-11 0.259624
5.68 123.417 3.09397 1927.94 1.91294e-05 0.000805908 0.000136885 1245.01 52060.9 1062.06 4 50 2 0.634145 8.1044e-11 0.164506
5.69 123.417 3.09438 1927.94 1.91296e-05 0.000805885 0.000136878 1247.07 52298.9 1063.31 5 50 2 0.631615 1.45345e-11 0.0322861
5.7 123.417 3.09557 1927.94 1.91298e-05 0.000805848 0.00013687 1248.3 52441.8 1064.06 3 50 2 0.308226 7.12734e-11 0.191979
5.71 123.417 3.09438 1927.94 1.913e-05 0.000805799 0.000136861 1250.39 52679.8 1065.32 5 50 2 0.598958 1.03144e-11 0.00675328
5.72 123.417 3.09645 1927.94 1.91302e-05 0.000805738 0.00013685 1251.62 52822.9 1066.07 3 50 2 0.188438 2.54986e-11 0.0666179
5.73 123.417 3.096 1927.94 1.91305e-05 0.000805667 0.000136838 1253.68 53061.6 1067.33 5 50 2 0.598196 9.40372e-12 0.00771892
5.74 123.417 3.09604 1927.94 1.91307e-05 0.000805586 0.000136825 1255.74 53299.8 1068.58 5 50 2 0.599906 9.05076e-12 0.00963248
5.75 123.417 3.09898 1927.94 1.9131e-05 0.000805498 0.000136811 1256.98 53442.7 1069.33 3 50 2 -0.0316911 7.59865e-13 0.00171103
5.76 123.417 3.09514 1927.94 1.91313e-05 0.000805405 0.000136797 1259.04 53681 1070.59 5 50 2 0.578205 1.13688e-11 0.00340897
5.77 123.417 3.09762 1927.94 1.91316e-05 0.000805306 0.000136782 1260.68 53871.7 1071.59 4 50 2 0.597904 8.25226e-11 0.12421
5.78 123.417 3.10033 1927.94 1.91319e-05 0.000805206 0.000136768 1261.92 54014.7 1072.34 3 50 2 -0.0193512 3.50435e-13 0.00156521
5.79 123.417 3.09471 1927.94 1.91322e-05 0.000805105 0.000136754 1263.98 54252.9 1073.59 5 50 2 0.567929 1.39633e-11 0.00319034
5.8 123.417 3.09807 1927.94 1.91325e-05 0.000805004 0.000136741 1265.63 54443.6 1074.6 4 50 2 0.545908 3.3258e-11 0.0257411
5.81 123.417 3.10069 1927.94 1.91328e-05 0.000804907 0.000136728 1266.86 54586.3 1075.35 3 50 2 -0.197447 3.01877e-11 0.154881
5.82 123.417 3.09443 1927.94 1.9133e-05 0.000804815 0.000136716 1268.92 54824.5 1076.6 5 50 2 0.559527 1.46353e-11 0.00318582
5.83 123.417 3.09798 1927.94 1.91333e-05 0.000804728 0.000136706 1270.57 55015.5 1077.6 4 50 2 0.657646 3.96402e-11 0.0245761
5.84 123.417 3.09939 1927.94 1.91335e-05 0.000804648 0.000136696 1271.81 55158.7 1078.36 3 50 2 0.0764384 3.9509e-12 0.0468117
5.85 123.417 3.09427 1927.94 1.91338e-05 0.000804577 0.000136688 1273.87 55397.2 1079.61 5 50 2 0.555266 1.24257e-11 0.00342487
5.86 123.417 3.09738 1927.94 1.91339e-05 0.000804515 0.000136681 1275.51 55588.2 1080.61 4 50 2 0.63488 4.05409e-11 0.0250351
5.87 123.417 3.09743 1927.94 1.91341e-05 0.000804463 0.000136676 1276.75 55731.8 1081.37 3 50 2 0.383486 8.40307e-11 0.235558
5.88 123.417 3.09402 1927.94 1.91343e-05 0.000804423 0.000136673 1278.4 55922.5 1082.37 4 50 2 0.622669 5.08761e-11 0.0224463
5.89 123.417 3.09594 1927.94 1.91344e-05 0.000804393 0.00013667 1280.05 56113.4 1083.38 4 50 2 0.629436 2.09508e-11 0.0176352
5.9 123.417 3.09561 1927.94 1.91345e-05 0.000804374 0.00013667 1281.29 56257.9 1084.13 3 50 2 0.547691 6.08096e-11 0.248433
5.91 123.417 3.09393 1927.94 1.91346e-05 0.000804366 0.000136671 1282.95 56451.1 1085.14 4 50 2 0.640706 1.56598e-11 0.0163526
5.92 123.417 3.09448 1927.94 1.91347e-05 0.000804369 0.000136673 1284.64 56648 1086.17 4 50 2 0.623582 3.66114e-11 0.059621
5.93 123.417 3.09391 1927.94 1.91347e-05 0.000804382 0.000136676 1285.92 56796.5 1086.95 3 50 2 0.452791 5.56895e-11 0.235124
5.94 123.417 3.09339 1927.94 1.91347e-05 0.000804404 0.00013668 1287.18 56942.9 1087.72 3 50 2 0.432221 7.499e-11 0.232824
5.95 123.417 3.09357 1927.94 1.91347e-05 0.000804435 0.000136686 1288.82 57133.9 1088.72 4 50 2 0.614411 7.44104e-11 0.133286
5.96 123.417 3.09244 1927.94 1.91347e-05 0.000804473 0.000136692 1290.06 57277 1089.47 3 50 2 0.259024 2.31518e-11 0.0944272
5.97 123.417 3.09264 1927.94 1.91347e-05 0.000804517 0.000136698 1291.71 57468.3 1090.48 4 50 2 0.613144 9.35256e-11 0.149997
5.98 123.417 3.09217 1927.94 1.91347e-05 0.000804566 0.000136705 1292.97 57614.3 1091.24 3 50 2 0.361874 9.33753e-11 0.225109
5.99 123.417 3.09247 1927.94 1.91346e-05 0.000804619 0.000136712 1295.07 57857.8 1092.53 5 50 2 0.592694 3.55626e-12 0.00536782
6 123.417 3.09126 1927.94 1.91346e-05 0.000804674 0.000136719 1296.33 58004.2 1093.29 3 50 2 0.0435672 9.01203e-13 0.00669683
6.01 123.417 3.0918 1927.93 1.91346e-05 0.000804729 0.000136726 1298.01 58198.8 1094.32 4 50 2 0.615894 9.70159e-11 0.126611
6.02 123.417 3.09234 1927.93 1.91345e-05 0.000804784 0.000136732 1299.54 58372.4 1095.25 4 50 2 0.616973 9.43912e-11 0.132623
6.03 123.417 3.09092 1927.93 1.91345e-05 0.000804836 0.000136738 1301.01 58542.9 1096.14 4 50 2 0.770552 2.31775e-11 0.0419716
6.04 123.417 3.09184 1927.93 1.91344e-05 0.000804885 0.000136743 1302.48 58713.3 1097.04 4 50 2 0.620199 7.19057e-11 0.084409
6.05 123.417 3.09164 1927.93 1.91344e-05 0.000804929 0.000136747 1303.59 58841.2 1097.71 3 50 2 0.338086 4.83597e-11 0.22184
6.06 123.417 3.09236 1927.93 1.91344e-05 0.000804966 0.00013675 1305.02 59006.5 1098.58 4 50 2 0.629378 4.87165e-11 0.0816224
6.07 123.417 3.09203 1927.93 1.91344e-05 0.000804997 0.000136753 1306.07 59128.1 1099.22 3 50 2 0.572406 5.18444e-11 0.267793
6.08 123.417 3.09191 1927.93 1.91344e-05 0.00080502 0.000136753 1307.13 59249.9 1099.86 3 50 2 0.510206 4.46611e-11 0.250612
6.09 123.417 3.09271 1927.93 1.91345e-05 0.000805034 0.000136753 1308.52 59412.5 1100.72 4 50 2 0.693798 2.23839e-11 0.048612
6.1 123.417 3.09279 1927.93 1.91345e-05 0.00080504 0.000136752 1309.58 59534.7 1101.36 3 50 2 0.451267 5.98598e-11 0.247141
6.11 123.417 3.09282 1927.93 1.91346e-05 0.000805037 0.000136749 1310.63 59656.7 1102 3 50 2 0.470761 9.68359e-11 0.248637
6.12 123.417 3.09302 1927.93 1.91347e-05 0.000805025 0.000136745 1311.69 59778.4 1102.64 3 50 2 0.43994 9.51528e-11 0.243908
6.13 123.417 3.09348 1927.93 1.91348e-05 0.000805005 0.000136741 1312.74 59900.9 1103.28 3 50 2 0.378748 7.48416e-11 0.228326
6.14 123.417 3.09343 1927.93 1.91349e-05 0.000804976 0.000136735 1314.22 60072.4 1104.18 4 50 2 0.616137 8.96366e-11 0.16752
6.15 123.417 3.09452 1927.93 1.91351e-05 0.000804939 0.000136728 1315.36 60203.6 1104.87 3 50 2 0.241319 2.97462e-11 0.128261
6.16 123.417 3.09396 1927.93 1.91352e-05 0.000804896 0.000136721 1317.26 60422.8 1106.03 5 50 2 0.595949 5.86154e-12 0.0064191
6.17 123.417 3.09502 1927.93 1.91354e-05 0.000804846 0.000136713 1318.34 60544.9 1106.69 3 50 2 0.260656 4.66279e-11 0.16963
6.18 123.417 3.09442 1927.93 1.91355e-05 0.000804792 0.000136704 1320.11 60749 1107.75 5 50 2 0.592856 5.1404e-12 0.00524603
6.19 123.417 3.09467 1927.93 1.91357e-05 0.000804734 0.000136696 1321.93 60960.1 1108.87 5 50 2 0.600131 4.41788e-12 0.00958631
6.2 123.417 3.09661 1927.93 1.91358e-05 0.000804672 0.000136687 1323.05 61090.8 1109.55 3 50 2 -0.0411731 7.26552e-13 0.00213189
6.21 123.417 3.09383 1927.93 1.9136e-05 0.00080461 0.000136678 1324.94 61309.8 1110.7 5 50 2 0.574113 7.74798e-12 0.00336731
6.22 123.417 3.0955 1927.93 1.91362e-05 0.000804547 0.000136669 1326.84 61529.9 1111.86 5 50 2 0.613525 6.92305e-12 0.0137415
6.23 123.417 3.09671 1927.93 1.91364e-05 0.000804485 0.000136661 1327.98 61661.5 1112.55 3 50 2 0.153455 1.49614e-11 0.105411
6.24 123.417 3.09348 1927.93 1.91365e-05 0.000804425 0.000136653 1329.87 61880.4 1113.7 5 50 2 0.566957 8.38606e-12 0.00338513
6.25 123.417 3.09559 1927.93 1.91367e-05 0.000804367 0.000136646 1331.01 62011.6 1114.39 3 50 2 0.927074 6.97894e-11 0.0786474
6.26 123.417 3.09651 1927.93 1.91368e-05 0.000804314 0.000136639 1332.14 62142.9 1115.08 3 50 2 0.130639 8.36148e-12 0.0970126
6.27 123.417 3.09325 1927.93 1.9137e-05 0.000804265 0.000136634 1333.65 62317.9 1116 4 50 2 0.619734 7.50827e-11 0.0321411
6.28 123.417 3.09492 1927.93 1.91371e-05 0.000804222 0.000136629 1335.17 62492.8 1116.92 4 50 2 0.66013 2.18124e-11 0.0271469
6.29 123.417 3.09559 1927.93 1.91372e-05 0.000804185 0.000136625 1336.3 62624 1117.61 3 50 2 -0.0703447 1.16274e-12 0.0130736
6.3 123.417 3.09338 1927.93 1.91373e-05 0.000804154 0.000136622 1337.82 62799.1 1118.53 4 50 2 0.62196 4.05936e-11 0.0267957
6.31 123.417 3.09423 1927.93 1.91374e-05 0.00080413 0.00013662 1339.33 62971.2 1119.45 4 50 2 0.662869 1.34018e-11 0.0279206
6.32 123.417 3.0943 1927.93 1.91374e-05 0.000804112 0.000136619 1340.38 63092.8 1120.09 3 50 2 0.492773 2.61774e-11 0.248701
6.33 123.417 3.09325 1927.93 1.91375e-05 0.000804102 0.000136618 1341.78 63255.5 1120.95 4 50 2 0.635523 1.21228e-11 0.0188658
6.34 123.417 3.09343 1927.93 1.91375e-05 0.000804098 0.000136619 1342.83 63377.2 1121.58 3 50 2 0.540439 6.94275e-11 0.248497
6.35 123.417 3.09338 1927.93 1.91376e-05 0.000804101 0.000136621 1343.88 63498.9 1122.22 3 50 2 0.486535 5.49874e-11 0.249326
6.36 123.417 3.093 1927.93 1.91376e-05 0.00080411 0.000136623 1344.93 63620.6 1122.86 3 50 2 0.567003 5.25489e-11 0.26758
6.37 123.417 3.09252 1927.93 1.91376e-05 0.000804125 0.000136626 1345.98 63742.3 1123.5 3 50 2 0.376653 3.01148e-11 0.195321
6.38 123.417 3.09244 1927.93 1.91375e-05 0.000804145 0.000136629 1347.03 63864.4 1124.14 3 50 2 0.434107 8.30886e-11 0.243862
6.39 123.417 3.09272 1927.93 1.91375e-05 0.00080417 0.000136633 1348.44 64026.8 1124.99 4 50 2 0.614449 5.43272e-11 0.115804
6.4 123.417 3.0919 1927.93 1.91375e-05 0.000804198 0.000136637 1349.84 64189.6 1125.85 4 50 2 0.601332 5.09144e-11 0.198594
6.41 123.417 3.09105 1927.93 1.91375e-05 0.00080423 0.000136642 1350.89 64311.4 1126.5 3 50 2 0.0592462 9.90866e-13 0.00829265
6.42 123.417 3.09238 1927.93 1.91374e-05 0.000804264 0.000136646 1352.3 64474.1 1127.36 4 50 2 0.617259 5.97504e-11 0.0529477
6.43 123.417 3.09138 1927.93 1.91374e-05 0.000804299 0.000136651 1353.39 64601.9 1128.02 3 50 2 -0.27109 1.81987e-11 0.135102
6.44 123.417 3.09121 1927.93 1.91374e-05 0.000804335 0.000136655 1354.55 64736.6 1128.73 3 50 2 0.384188 7.22838e-11 0.234881
6.45 123.417 3.09244 1927.93 1.91373e-05 0.00080437 0.000136659 1356.11 64916.3 1129.67 4 50 2 0.618373 5.49941e-11 0.0550665
6.46 123.417 3.09102 1927.93 1.91373e-05 0.000804403 0.000136663 1357.66 65095.9 1130.62 4 50 2 0.647783 1.82201e-11 0.0272791
6.47 123.417 3.09112 1927.93 1.91373e-05 0.000804435 0.000136666 1358.83 65230.5 1131.33 3 50 2 0.435329 8.3971e-11 0.245411
6.48 123.417 3.0924 1927.93 1.91372e-05 0.000804463 0.000136669 1360.38 65409.9 1132.27 4 50 2 0.621364 3.69459e-11 0.0396995
6.49 123.417 3.09148 1927.93 1.91372e-05 0.000804488 0.000136671 1361.55 65544.7 1132.98 3 50 2 0.727124 9.75808e-11 0.206629
6.5 123.417 3.09115 1927.93 1.91372e-05 0.000804509 0.000136673 1362.71 65679.3 1133.69 3 50 2 0.674789 4.46105e-11 0.26899
6.51 123.417 3.0922 1927.93 1.91372e-05 0.000804524 0.000136674 1364.27 65858.6 1134.64 4 50 2 0.629442 1.59777e-11 0.0237757
6.52 123.417 3.09205 1927.93 1.91372e-05 0.000804535 0.000136674 1365.43 65993.1 1135.35 3 50 2 0.543823 4.60192e-11 0.248934
6.53 123.417 3.09195 1927.93 1.91372e-05 0.00080454 0.000136673 1366.6 66127.6 1136.06 3 50 2 0.516255 5.63569e-11 0.249816
6.54 123.417 3.09223 1927.93 1.91373e-05 0.000804539 0.000136672 1367.76 66262.1 1136.76 3 50 2 0.521197 4.07965e-11 0.253426
6.55 123.417 3.09259 1927.93 1.91373e-05 0.000804533 0.000136669 1368.93 66396.9 1137.47 3 50 2 0.394903 3.13459e-11 0.218959
6.56 123.417 3.09267 1927.93 1.91374e-05 0.000804521 0.000136667 1370.09 66531.5 1138.18 3 50 2 0.436451 7.30137e-11 0.244585
6.57 123.417 3.09241 1927.93 1.91374e-05 0.000804504 0.000136663 1371.65 66711.2 1139.13 4 50 2 0.616935 5.17308e-11 0.115218
6.58 123.417 3.09317 1927.93 1.91375e-05 0.000804483 0.000136659 1372.81 66845.8 1139.84 3 50 2 0.458904 4.50133e-11 0.221916
6.59 123.417 3.09341 1927.93 1.91376e-05 0.000804457 0.000136655 1373.98 66980.1 1140.55 3 50 2 0.396001 8.07041e-11 0.236281
6.6 123.417 3.09251 1927.93 1.91376e-05 0.000804427 0.00013665 1375.53 67159.6 1141.49 4 50 2 0.616462 6.6977e-11 0.0739896
6.61 123.417 3.09357 1927.93 1.91378e-05 0.000804394 0.000136645 1377.09 67339.2 1142.44 4 50 2 0.606045 6.82724e-11 0.202502
6.62 123.417 3.09461 1927.93 1.91378e-05 0.000804358 0.000136639 1378.25 67473.8 1143.15 3 50 2 0.0101978 3.52967e-14 0.000285568
6.63 123.417 3.09273 1927.93 1.91379e-05 0.000804321 0.000136634 1379.81 67653.3 1144.09 4 50 2 0.617681 7.17445e-11 0.0469602
6.64 123.417 3.0939 1927.93 1.9138e-05 0.000804282 0.000136629 1380.97 67787.7 1144.8 3 50 2 -0.213515 1.33634e-11 0.0814234
6.65 123.417 3.09415 1927.93 1.91381e-05 0.000804244 0.000136623 1382.14 67922.3 1145.51 3 50 2 0.376282 8.18239e-11 0.233152
6.66 123.417 3.09253 1927.93 1.91382e-05 0.000804206 0.000136618 1383.69 68098.5 1146.46 4 50 2 0.617969 6.7308e-11 0.0517564
6.67 123.417 3.09421 1927.93 1.91383e-05 0.000804169 0.000136614 1385.09 68260.9 1147.31 4 50 2 0.645326 1.90904e-11 0.0251035
6.68 123.417 3.09396 1927.93 1.91384e-05 0.000804134 0.000136609 1386.49 68423.1 1148.16 4 50 2 0.61612 6.63665e-11 0.158264
6.69 123.417 3.09308 1927.93 1.91385e-05 0.000804101 0.000136605 1387.89 68585.5 1149.01 4 50 2 0.618348 5.36642e-11 0.0698394
6.7 123.417 3.09379 1927.93 1.91385e-05 0.000804072 0.000136602 1388.95 68706.9 1149.65 3 50 2 -0.18497 5.20497e-12 0.0383309
6.71 123.417 3.09326 1927.93 1.91386e-05 0.000804046 0.000136599 1390.35 68869.2 1150.51 4 50 2 0.620402 4.03624e-11 0.0845766
6.72 123.417 3.09323 1927.93 1.91387e-05 0.000804023 0.000136597 1391.4 68990.6 1151.14 3 50 2 0.410826 4.74041e-11 0.24172
6.73 123.417 3.09313 1927.93 1.91387e-05 0.000804005 0.000136595 1392.45 69112.3 1151.78 3 50 2 0.439551 4.33967e-11 0.246151
6.74 123.417 3.09268 1927.93 1.91388e-05 0.000803991 0.000136594 1393.49 69233.8 1152.42 3 50 2 0.545879 8.65093e-11 0.247946
6.75 123.417 3.09277 1927.93 1.91388e-05 0.000803981 0.000136593 1394.55 69355.2 1153.06 3 50 2 0.59505 2.54973e-11 0.247415
6.76 123.417 3.09278 1927.93 1.91388e-05 0.000803976 0.000136593 1395.6 69476.9 1153.7 3 50 2 0.567121 2.68068e-11 0.24618
6.77 123.417 3.09265 1927.93 1.91388e-05 0.000803975 0.000136594 1396.65 69598.5 1154.33 3 50 2 0.56109 2.62024e-11 0.252969
6.78 123.417 3.09229 1927.93 1.91388e-05 0.000803978 0.000136595 1397.7 69720 1154.97 3 50 2 0.758902 3.74288e-11 0.233737
6.79 123.417 3.09214 1927.93 1.91388e-05 0.000803985 0.000136597 1398.75 69841.8 1155.61 3 50 2 0.410346 2.99123e-11 0.235599
6.8 123.417 3.09217 1927.93 1.91388e-05 0.000803996 0.000136599 1399.8 69963.4 1156.25 3 50 2 0.461187 6.12876e-11 0.247734
6.81 123.417 3.09215 1927.93 1.91388e-05 0.00080401 0.000136601 1400.85 70085.4 1156.89 3 50 2 0.438055 5.79139e-11 0.244552
6.82 123.417 3.09185 1927.93 1.91388e-05 0.000804026 0.000136603 1401.9 70207 1157.53 3 50 2 0.313673 2.232e-11 0.191758
6.83 123.417 3.09169 1927.93 1.91388e-05 0.000804045 0.000136606 1402.96 70328.8 1158.17 3 50 2 0.384426 4.49372e-11 0.232249
6.84 123.417 3.09172 1927.93 1.91387e-05 0.000804066 0.000136609 1404.01 70450.6 1158.81 3 50 2 0.435612 7.26296e-11 0.245021
6.85 123.417 3.09172 1927.93 1.91387e-05 0.000804088 0.000136612 1405.06 70572.5 1159.45 3 50 2 0.425694 6.75547e-11 0.243514
6.86 123.417 3.09157 1927.93 1.91387e-05 0.000804111 0.000136615 1406.11 70694.3 1160.09 3 50 2 0.363139 3.99647e-11 0.227558
6.87 123.417 3.09148 1927.93 1.91387e-05 0.000804134 0.000136618 1407.16 70816.3 1160.73 3 50 2 0.382719 4.52085e-11 0.234331
6.88 123.417 3.09152 1927.93 1.91386e-05 0.000804156 0.00013662 1408.21 70938.1 1161.37 3 50 2 0.429343 6.16738e-11 0.244459
6.89 123.417 3.09158 1927.93 1.91386e-05 0.000804177 0.000136623 1409.27 71059.9 1162.01 3 50 2 0.428613 5.50845e-11 0.244392
6.9 123.417 3.09154 1927.93 1.91386e-05 0.000804196 0.000136625 1410.32 71181.5 1162.64 3 50 2 0.383884 3.31438e-11 0.235504
6.91 123.417 3.09153 1927.93 1.91386e-05 0.000804214 0.000136626 1411.37 71303.2 1163.28 3 50 2 0.391507 2.87508e-11 0.237481
6.92 123.417 3.09161 1927.93 1.91385e-05 0.000804228 0.000136628 1412.42 71424.8 1163.92 3 50 2 0.447386 3.41482e-11 0.246946
6.93 123.417 3.09171 1927.93 1.91385e-05 0.00080424 0.000136628 1413.47 71546.2 1164.56 3 50 2 0.472117 2.7933e-11 0.249008
6.94 123.417 3.09176 1927.93 1.91385e-05 0.000804249 0.000136629 1414.52 71667.9 1165.2 3 50 2 0.49187 1.78649e-11 0.249789
6.95 123.417 3.09179 1927.93 1.91385e-05 0.000804254 0.000136629 1415.57 71789.6 1165.84 3 50 2 0.511918 2.04296e-11 0.250087
6.96 123.417 3.09188 1927.93 1.91385e-05 0.000804256 0.000136628 1416.62 71911.3 1166.48 3 50 2 0.478385 2.25442e-11 0.248177
6.97 123.417 3.09201 1927.93 1.91386e-05 0.000804254 0.000136627 1417.67 72033.1 1167.13 3 50 2 0.437464 2.49111e-11 0.240664
6.98 123.417 3.09211 1927.93 1.91386e-05 0.000804249 0.000136625 1418.73 72155 1167.77 3 50 2 0.426873 3.49859e-11 0.241666
6.99 123.417 3.09216 1927.93 1.91386e-05 0.00080424 0.000136623 1419.78 72276.5 1168.41 3 50 2 0.433574 4.79907e-11 0.244153
7 123.417 3.09224 1927.93 1.91386e-05 0.000804228 0.000136621 1420.83 72398.3 1169.05 3 50 2 0.421439 5.11037e-11 0.242069
7.01 123.417 3.09235 1927.93 1.91387e-05 0.000804214 0.000136619 1421.92 72523.7 1169.7 3 50 2 0.405471 5.05824e-11 0.238595
7.02 123.417 3.09244 1927.93 1.91387e-05 0.000804196 0.000136616 1423.33 72649.7 1170.37 3 50 2 0.410685 5.83371e-11 0.240279
7.03 123.417 3.09248 1927.93 1.91388e-05 0.000804177 0.000136613 1424.67 72771.2 1171.01 3 50 2 0.420647 6.79816e-11 0.24263
7.04 123.417 3.09252 1927.93 1.91388e-05 0.000804156 0.000136609 1426.01 72893.4 1171.65 3 50 2 0.417891 6.92412e-11 0.242236
7.05 123.417 3.09258 1927.93 1.91389e-05 0.000804134 0.000136606 1427.35 73015.9 1172.3 3 50 2 0.409105 6.56496e-11 0.240572
7.06 123.417 3.09263 1927.93 1.91389e-05 0.000804111 0.000136603 1428.7 73138.1 1172.95 3 50 2 0.410794 6.6636e-11 0.241083
7.07 123.417 3.09263 1927.93 1.9139e-05 0.000804087 0.0001366 1430.04 73260.2 1173.58 3 50 2 0.41857 6.96945e-11 0.242706
7.08 123.417 3.09263 1927.93 1.9139e-05 0.000804064 0.000136597 1431.39 73381.9 1174.22 3 50 2 0.419123 6.7216e-11 0.242895
7.09 123.417 3.09263 1927.93 1.91391e-05 0.000804042 0.000136594 1432.73 73504.1 1174.86 3 50 2 0.413906 6.05155e-11 0.242038
7.1 123.417 3.09262 1927.93 1.91391e-05 0.000804021 0.000136591 1434.14 73632.1 1175.53 3 50 2 0.415003 5.61088e-11 0.242339
7.11 123.417 3.09258 1927.93 1.91392e-05 0.000804001 0.000136589 1435.51 73755.7 1176.18 3 50 2 0.42296 5.35896e-11 0.243775
